defect_id,defect_type,material_grade,product_id,date,dataset
4189,1151,Grade 1,8181,2020-12-31,Training
979,1151,Grade KP,3405,2021-01-04,Training
988,1151,Grade KP,3405,2021-01-04,Training
5511,1052,Grade 1,6865,2020-12-26,Test
1423,1098,Grade AP,7732,2021-01-23,Training
1565,1099,Grade B1,3727,2021-01-18,Training
4191,1151,Grade 1,8181,2020-12-31,Training
5365,1019,,1553,2021-01-05,Test
4321,1052,Grade 1P,17203,2020-12-04,Training
1360,1030,Grade 1P,6777,2021-01-07,Training
6322,1079,Grade K1,10954,2021-01-15,Test
6404,1151,Grade KP,3405,2021-01-04,Test
992,1151,Grade KP,3405,2021-01-04,Training
2702,1098,Grade 2,4710,2020-12-17,Training
1645,1000,Grade 1P,18433,2020-12-24,Training
1295,1030,Grade 1P,8574,2021-01-07,Training
3737,1041,Grade 2P,26107,2020-12-23,Training
1385,1045,Grade B1,5440,2020-12-04,Training
1938,1079,Grade 2,17773,2021-01-23,Training
4731,1041,Grade 2,15154,2020-12-15,Training
5675,1019,Grade P1,8825,2020-12-23,Test
3216,1078,Grade 1,16361,2020-12-16,Training
2035,1151,Grade 1,15671,2020-12-23,Training
897,1098,Grade A,3851,2021-01-23,Training
4932,1045,Grade 1P,5439,2020-12-24,Training
4125,1077,Grade 1P,9184,2020-12-31,Training
4311,1052,Grade 1P,17203,2020-12-04,Training
2,1072,Grade 2P,7273,2021-01-03,Training
2114,1052,Grade 2,1266,2021-01-08,Training
854,1098,Grade A,3851,2021-01-23,Training
2757,1053,Grade B1,831,2021-01-02,Training
2486,1072,Grade 2P,10809,2021-01-21,Training
1919,1079,Grade 2,1494,2021-01-23,Training
1601,1000,Grade 1P,14536,2020-12-24,Training
1918,1151,Grade 2,6430,2021-01-23,Training
6361,1098,Grade A,7204,2021-01-23,Test
2756,1053,Grade B1,831,2021-01-02,Training
731,1086,Grade 2,7339,2021-01-23,Training
53,1098,Grade P1,802,2020-12-07,Training
1801,1171,Grade 2,134,2020-12-04,Training
3901,1030,Grade 1P,2084,2021-01-07,Training
2573,1086,Grade 2,3082,2020-12-01,Training
2820,1078,Grade 1P,10010,2021-01-14,Training
941,1099,Grade 1,602,2021-01-23,Training
6569,1079,Grade 1P,15671,2020-12-13,Test
829,1098,Grade A,7204,2021-01-23,Training
4377,1045,Grade B1,3196,2020-12-04,Training
3457,1151,Grade K1,2054,2021-01-15,Training
1394,1098,Grade B1,3264,2020-12-04,Training
3620,1041,Grade 2P,6104,2020-12-01,Training
889,1098,Grade A,3851,2021-01-23,Training
4923,1151,Grade 1P,2617,2021-01-17,Training
1873,1030,Grade 1P,282,2020-12-01,Training
10,1072,Grade 2P,7273,2021-01-03,Training
3471,1078,Grade 1,860,2021-01-23,Training
1468,1098,Grade 2,13826,2021-01-02,Training
811,1098,Grade A,7204,2021-01-23,Training
5502,1052,Grade 2,15453,2021-01-23,Test
5291,1086,Grade 2,9822,2020-12-01,Test
4124,1077,Grade 1P,9184,2020-12-31,Training
2113,1052,Grade 2,1266,2021-01-08,Training
5693,1030,Grade 1P,8574,2021-01-07,Test
6694,1151,Grade 2,290,2020-12-01,Test
2239,1099,Grade 1P,8624,2020-12-01,Training
968,1151,Grade KP,3405,2021-01-04,Training
4550,1171,Grade 2,7613,2021-01-27,Training
2652,1086,Grade 2,3082,2020-12-01,Training
709,1079,Grade K1,10954,2021-01-15,Training
436,1000,Grade 1,9759,2021-01-13,Training
4444,1171,Grade 2P,18070,2021-01-27,Training
145,1099,,10632,2020-12-17,Training
2038,1151,Grade 1,15671,2020-12-23,Training
5660,1078,Grade AP,2149,2020-12-23,Test
1170,1041,Grade 2P,6104,2020-12-01,Training
3556,1078,Grade 1P,7653,2020-12-19,Training
2055,1086,Grade B1,14168,2020-12-16,Training
3816,1079,Grade 1P,3676,2020-12-19,Training
2644,1086,Grade 2,3082,2020-12-01,Training
4540,1171,Grade 2,7613,2021-01-27,Training
4491,1171,Grade 1P,6020,2021-01-27,Training
5987,1060,Grade 1,9580,2021-01-09,Test
5217,1072,Grade 2P,7273,2021-01-03,Test
4417,1171,Grade 1P,2785,2021-01-27,Training
2444,1078,Grade 2P,2767,2020-12-24,Training
1267,1151,Grade 2P,2363,2020-12-23,Training
1776,1171,Grade 2,9346,2020-12-04,Training
3567,1041,Grade 2P,12655,2020-12-19,Training
273,1099,,11601,2021-01-05,Training
4848,1045,Grade B1,8753,2020-12-16,Training
6723,1041,Grade 1P,3516,2020-12-25,Test
244,1045,,10318,2020-12-18,Training
6550,1099,Grade 1,8518,2021-01-16,Test
4628,1058,Grade 2,3357,2021-01-27,Training
2037,1151,Grade 1,15671,2020-12-23,Training
6225,1079,Grade 1,8386,2021-01-15,Test
5318,1060,Grade 1,3335,2021-01-26,Test
818,1098,Grade A,7204,2021-01-23,Training
3866,1030,Grade 1P,8574,2021-01-07,Training
5479,1078,Grade 1,8888,2020-12-16,Test
1809,1171,Grade 2,134,2020-12-04,Training
5728,1060,Grade B1,6131,2021-01-07,Test
4402,1171,Grade 1P,2785,2021-01-27,Training
2481,1072,Grade 2,3561,2020-12-24,Training
550,1045,Grade 1,4895,2021-01-11,Training
3297,1052,Grade 1,6865,2020-12-26,Training
743,1086,Grade 2,7339,2021-01-23,Training
315,1045,,7392,2021-01-01,Training
3577,1079,Grade 2P,1257,2021-01-06,Training
1136,1041,Grade AP,16453,2020-12-31,Training
6648,1171,Grade 2,2913,2020-12-04,Test
4167,1077,Grade 1P,19831,2020-12-31,Training
2789,1099,Grade 1P,3905,2021-01-23,Training
925,1098,Grade A,1471,2021-01-23,Training
3643,1041,Grade 2P,6304,2020-12-04,Training
4015,1078,,13081,2021-01-07,Training
38,1099,Grade 1P,5613,2020-12-26,Training
4515,1171,Grade 1P,6020,2021-01-27,Training
4334,1052,Grade B1,2368,2020-12-04,Training
3039,1001,Grade 1,2699,2020-12-23,Training
6737,1041,Grade B1,5072,2020-12-25,Test
2687,1060,Grade 1,5272,2021-01-26,Training
3279,1052,Grade 1,6865,2020-12-26,Training
1187,1077,Grade 1P,718,2020-12-25,Training
619,1052,Grade 1,6714,2020-12-04,Training
6629,1000,Grade 1P,18433,2020-12-24,Test
1471,1099,Grade 1,3566,2021-01-02,Training
4553,1171,Grade 2,7613,2021-01-27,Training
3098,1098,Grade 1,70,2020-12-26,Training
939,1098,Grade A,1471,2021-01-23,Training
2439,1078,Grade 2P,2767,2020-12-24,Training
5180,1099,Grade 1P,8624,2020-12-01,Test
6093,1086,Grade 2,15429,2020-12-01,Test
6548,1098,Grade 1P,5192,2020-12-21,Test
4878,1099,Grade 1P,17145,2021-01-18,Training
831,1098,Grade A,3851,2021-01-23,Training
1526,1098,Grade AP,6847,2020-12-13,Training
2950,1045,Grade 1,367,2021-01-24,Training
4288,1151,Grade 1,1407,2020-12-31,Training
633,1086,Grade 1,8301,2020-12-05,Training
4486,1171,Grade 1P,6020,2021-01-27,Training
3909,1030,Grade 1P,11039,2021-01-07,Training
395,1079,Grade 1,11288,2021-01-24,Training
4401,1171,Grade 1P,2785,2021-01-27,Training
6582,1098,Grade AP,6847,2020-12-13,Test
4046,1030,Grade B1,4744,2021-01-07,Training
405,1079,Grade 1,3449,2021-01-24,Training
4862,1098,Grade AP,2322,2020-12-13,Training
5233,1151,Grade 2,3907,2021-01-11,Test
5451,1098,Grade 1,70,2020-12-26,Test
3415,1041,Grade 2,1446,2020-12-10,Training
46,1098,Grade P1,4276,2020-12-07,Training
6478,1084,Grade 2P,8990,2020-12-25,Test
6653,1171,Grade 2,9346,2020-12-04,Test
3698,1077,Grade 2P,12832,2020-12-23,Training
3782,1098,Grade AP,12805,2020-12-23,Training
6554,1098,Grade AP,7732,2021-01-23,Test
2441,1078,Grade 2P,2767,2020-12-24,Training
1755,1171,Grade 2,9346,2020-12-04,Training
6724,1041,Grade 1P,3516,2020-12-25,Test
5528,1072,Grade 2,1123,2020-12-26,Test
4118,1030,Grade 1P,2106,2020-12-31,Training
343,1045,Grade 2,11694,2021-01-27,Training
215,1039,Grade 1P,5896,2021-01-14,Training
3719,1077,Grade 2P,297,2020-12-23,Training
1346,1030,Grade 1P,8574,2021-01-07,Training
6176,1079,,11926,2021-01-01,Test
3950,1060,Grade B1,6131,2021-01-07,Training
3696,1077,Grade 2P,12832,2020-12-23,Training
334,1072,Grade B1,20544,2020-12-15,Training
5294,1086,Grade 2,9822,2020-12-01,Test
3060,1078,Grade 1,3974,2021-01-06,Training
6451,1041,Grade AP,9939,2020-12-31,Test
3171,1078,Grade 1,8888,2020-12-16,Training
6531,1030,Grade 1P,6777,2021-01-07,Test
2342,1072,Grade 2P,7273,2021-01-03,Training
4253,1151,Grade 1,1407,2020-12-31,Training
3605,1041,Grade AP,4489,2020-12-31,Training
1463,1019,Grade 2,1736,2021-01-02,Training
171,1039,Grade 1P,5896,2021-01-14,Training
4259,1151,Grade 1,1407,2020-12-31,Training
5647,1078,Grade 2P,2449,2020-12-23,Test
3625,1041,Grade 2P,15561,2020-12-04,Training
4282,1151,Grade 1,1407,2020-12-31,Training
5256,1078,Grade 2P,7408,2020-12-24,Test
5505,1052,Grade 1,5034,2020-12-26,Test
5559,1041,Grade 2,1446,2020-12-10,Test
943,1151,Grade KP,3405,2021-01-04,Training
60,1086,Grade 2,15429,2020-12-01,Training
1245,1151,Grade 2P,10107,2020-12-23,Training
5234,1078,Grade 2P,2301,2020-12-24,Test
5636,1078,Grade 2P,12373,2020-12-23,Test
2125,1052,Grade 2,1266,2021-01-08,Training
1529,1098,Grade AP,6847,2020-12-13,Training
153,1099,,6335,2020-12-17,Training
486,1098,Grade 2,1745,2021-01-20,Training
4516,1171,Grade 1P,6020,2021-01-27,Training
3976,1060,Grade B1,6131,2021-01-07,Training
1767,1171,Grade 2,9346,2020-12-04,Training
755,1086,Grade 2,7339,2021-01-23,Training
1790,1171,Grade 2,134,2020-12-04,Training
4557,1171,Grade 2,9158,2021-01-27,Training
4909,1151,Grade 2,7472,2021-01-10,Training
2731,1053,Grade W1P,13671,2020-12-29,Training
5453,1098,Grade 1,70,2020-12-26,Test
4249,1151,Grade 1,1407,2020-12-31,Training
1338,1030,Grade 1P,8574,2021-01-07,Training
5994,1060,Grade 1,9580,2021-01-09,Test
2874,1099,,2289,2021-01-05,Training
186,1039,Grade 1P,5896,2021-01-14,Training
1141,1041,Grade AP,12734,2020-12-31,Training
2063,1086,Grade 1P,17232,2020-12-16,Training
6511,1030,Grade 1P,8574,2021-01-07,Test
148,1099,,2703,2020-12-17,Training
4180,1077,Grade 1P,862,2020-12-31,Training
4945,1045,Grade 1P,5439,2020-12-24,Training
3419,1041,Grade 2,1446,2020-12-10,Training
4844,1045,Grade B1,8753,2020-12-16,Training
2886,1052,,685,2021-01-01,Training
3832,1078,Grade KP,206,2020-12-07,Training
1391,1098,Grade B1,3264,2020-12-04,Training
6381,1098,Grade A,3851,2021-01-23,Test
6182,1079,Grade B1,1273,2020-12-29,Test
3685,1078,Grade 2P,10107,2020-12-23,Training
6076,1151,Grade W1,5024,2020-12-14,Test
4853,1045,Grade B1,8753,2020-12-16,Training
3084,1099,Grade 1,7029,2021-01-06,Training
3012,1078,Grade 1,2599,2020-12-23,Training
5855,1052,Grade B1,3127,2020-12-04,Test
1713,1171,Grade 2,2913,2020-12-04,Training
2973,1098,Grade 1,13258,2021-01-15,Training
459,1045,Grade 1,1347,2020-12-02,Training
614,1052,Grade 1,6714,2020-12-04,Training
4319,1052,Grade 1P,17203,2020-12-04,Training
4882,1099,Grade B1,3727,2021-01-18,Training
5716,1060,Grade B1,6131,2021-01-07,Test
2079,1052,Grade 2,6702,2021-01-08,Training
4108,1030,Grade 1P,222,2020-12-31,Training
5485,1078,Grade 1,8888,2020-12-16,Test
1627,1000,Grade 1P,14536,2020-12-24,Training
4739,1041,Grade 2,4189,2020-12-15,Training
5900,1171,Grade 1P,6020,2021-01-27,Test
40,1099,Grade 1P,11840,2020-12-26,Training
2094,1052,Grade 2,6702,2021-01-08,Training
3980,1060,Grade B1,6131,2021-01-07,Training
2180,1052,Grade 2,3692,2021-01-08,Training
74,1086,Grade 2,15429,2020-12-01,Training
5384,1052,Grade 2,11694,2021-01-27,Test
6661,1171,Grade 2,9346,2020-12-04,Test
2677,1060,Grade 1,3335,2021-01-26,Training
3236,1052,Grade 2,15453,2021-01-23,Training
2081,1052,Grade 2,6702,2021-01-08,Training
446,1079,Grade 1,5999,2021-01-15,Training
2056,1086,Grade B1,14168,2020-12-16,Training
2561,1086,Grade 2,9822,2020-12-01,Training
1306,1030,Grade 1P,8574,2021-01-07,Training
3486,1084,Grade 2,7079,2021-01-23,Training
1309,1030,Grade 1P,8574,2021-01-07,Training
236,1099,Grade 2,41,2021-01-10,Training
5621,1041,Grade AP,12734,2020-12-31,Test
2619,1086,Grade 2,3082,2020-12-01,Training
4672,1041,Grade 2,4014,2020-12-15,Training
2593,1086,Grade 2,3082,2020-12-01,Training
3336,1072,Grade 2,1123,2020-12-26,Training
3242,1052,Grade 2,15453,2021-01-23,Training
4009,1078,,13081,2021-01-07,Training
2788,1099,Grade 1P,3905,2021-01-23,Training
4887,1098,Grade P1,9043,2020-12-01,Training
4279,1151,Grade 1,1407,2020-12-31,Training
2111,1052,Grade 2,1266,2021-01-08,Training
2699,1098,Grade 2,4710,2020-12-17,Training
2781,1099,Grade 1P,3905,2021-01-23,Training
4744,1041,Grade 2,4189,2020-12-15,Training
1392,1098,Grade B1,3264,2020-12-04,Training
6338,1086,Grade 2,7339,2021-01-23,Test
6469,1077,Grade 1P,718,2020-12-25,Test
6516,1030,Grade 1P,8574,2021-01-07,Test
5095,1030,Grade 1,17073,2020-12-23,Training
1284,1030,Grade 1P,5283,2021-01-07,Training
6010,1045,Grade B1,8753,2020-12-16,Test
6616,1000,Grade 1P,14536,2020-12-24,Test
1560,1099,Grade 1P,17145,2021-01-18,Training
6105,1098,Grade 2,4710,2020-12-17,Test
3246,1052,Grade 1,5034,2020-12-26,Training
4622,1058,Grade 2,3357,2021-01-27,Training
4858,1045,Grade B1,8753,2020-12-16,Training
6333,1086,Grade 2,7339,2021-01-23,Test
4897,1151,Grade 2,7472,2021-01-10,Training
3650,1060,Grade 1,15660,2020-12-25,Training
1925,1079,Grade 2,1494,2021-01-23,Training
518,1151,Grade 1,3405,2021-01-08,Training
4233,1151,Grade 1,1407,2020-12-31,Training
1313,1030,Grade 1P,8574,2021-01-07,Training
919,1098,Grade A,1471,2021-01-23,Training
3508,1084,Grade 2,7079,2021-01-23,Training
3751,1078,Grade 2P,4765,2020-12-23,Training
4298,1151,Grade 1,1407,2020-12-31,Training
3212,1078,Grade 1,16361,2020-12-16,Training
2203,1052,Grade 2,3692,2021-01-08,Training
779,1098,Grade A,7204,2021-01-23,Training
4481,1171,Grade 1P,6020,2021-01-27,Training
948,1151,Grade KP,3405,2021-01-04,Training
827,1098,Grade A,7204,2021-01-23,Training
5100,1078,Grade B1,808,2020-12-30,Training
4333,1052,Grade B1,2368,2020-12-04,Training
164,1099,,6335,2020-12-17,Training
4603,1052,Grade 2,3719,2021-01-27,Training
4039,1078,Grade B1,9250,2021-01-07,Training
2558,1086,Grade 2,9822,2020-12-01,Training
6701,1151,Grade 2,6430,2021-01-23,Test
1316,1030,Grade 1P,8574,2021-01-07,Training
5305,1086,Grade 2,3082,2020-12-01,Test
6137,1039,Grade 1P,5896,2021-01-14,Test
5623,1041,Grade 2P,6304,2020-12-04,Test
6268,1151,Grade 1,16453,2020-12-17,Test
3356,1151,Grade 1,3554,2020-12-31,Training
3366,1060,Grade 1,4613,2020-12-05,Training
332,1079,Grade B1,1644,2020-12-29,Training
2510,1072,Grade 2P,68,2021-01-21,Training
6326,1086,Grade 2,7339,2021-01-23,Test
4464,1171,Grade 2P,18070,2021-01-27,Training
837,1098,Grade A,3851,2021-01-23,Training
3135,1078,Grade 1,25846,2021-01-18,Training
3518,1084,Grade 2,7079,2021-01-23,Training
5395,1052,Grade 1,3189,2021-01-24,Test
5901,1171,Grade 1P,6020,2021-01-27,Test
54,1086,Grade 2,15429,2020-12-01,Training
4120,1030,Grade 1P,6374,2020-12-31,Training
3507,1084,Grade 2,7079,2021-01-23,Training
1906,1151,Grade 2,290,2020-12-01,Training
1486,1079,Grade 1P,15671,2020-12-13,Training
4929,1041,Grade 1P,333,2021-01-17,Training
4951,1045,Grade 1P,5439,2020-12-24,Training
4206,1151,Grade 1,1407,2020-12-31,Training
3391,1078,Grade 2,9587,2020-12-10,Training
4982,1045,Grade 1P,127,2020-12-24,Training
951,1151,Grade KP,3405,2021-01-04,Training
3349,1072,Grade 2,1123,2020-12-26,Training
2166,1052,Grade 2,2173,2021-01-08,Training
6538,1099,Grade 1,2753,2020-12-31,Test
5178,1052,Grade 1,675,2020-12-29,Test
6328,1086,Grade 2,7339,2021-01-23,Test
3113,1078,Grade 1,5242,2021-01-18,Training
773,1084,Grade 2,7079,2021-01-23,Training
6348,1084,Grade 2,7079,2021-01-23,Test
3551,1078,Grade WP,3569,2020-12-21,Training
289,1099,,3119,2021-01-05,Training
6672,1041,Grade W1,10379,2020-12-14,Test
4580,1052,Grade 2,3719,2021-01-27,Training
5989,1060,Grade 1,9580,2021-01-09,Test
2352,1072,Grade 2P,7273,2021-01-03,Training
2737,1053,Grade W1P,1586,2020-12-29,Training
2084,1052,Grade 2,6702,2021-01-08,Training
3445,1041,Grade 2,313,2020-12-24,Training
727,1086,Grade 2,7339,2021-01-23,Training
956,1151,Grade KP,3405,2021-01-04,Training
5870,1171,Grade 1P,2785,2021-01-27,Test
2267,1099,Grade 1P,8624,2020-12-01,Training
994,1151,Grade KP,3405,2021-01-04,Training
3268,1052,Grade 1,6865,2020-12-26,Training
1764,1171,Grade 2,9346,2020-12-04,Training
5541,1060,Grade 1,4613,2020-12-05,Test
4478,1171,Grade 1P,6020,2021-01-27,Training
1729,1171,Grade 2,2913,2020-12-04,Training
5280,1052,Grade 1,6078,2020-12-18,Test
346,1079,Grade 2,18324,2021-01-27,Training
3757,1078,Grade 2P,2363,2020-12-23,Training
4299,1151,Grade 1,1407,2020-12-31,Training
693,1041,Grade 2,13810,2020-12-24,Training
3488,1084,Grade 2,7079,2021-01-23,Training
5301,1086,Grade 2,3082,2020-12-01,Test
5000,1000,Grade 1P,18433,2020-12-24,Training
971,1151,Grade KP,3405,2021-01-04,Training
6376,1098,Grade A,3851,2021-01-23,Test
2208,1052,Grade 2,3692,2021-01-08,Training
2733,1053,Grade W1P,13671,2020-12-29,Training
4813,1151,Grade 1P,19674,2020-12-21,Training
5193,1099,Grade 1P,8624,2020-12-01,Test
5931,1058,Grade 2,3357,2021-01-27,Test
6178,1079,,11926,2021-01-01,Test
5378,1052,Grade 2,12004,2021-01-27,Test
3628,1041,Grade 2P,15561,2020-12-04,Training
4861,1098,Grade AP,17636,2020-12-13,Training
5397,1098,Grade 1,13767,2021-01-24,Test
1995,1041,Grade B1,14934,2020-12-25,Training
4176,1077,Grade 1P,862,2020-12-31,Training
4815,1151,Grade 1P,19674,2020-12-21,Training
5536,1072,Grade 2,1123,2020-12-26,Test
5396,1052,Grade 1,1924,2021-01-24,Test
5885,1171,Grade 1P,2785,2021-01-27,Test
5066,1078,Grade 2P,8599,2020-12-01,Training
6398,1098,Grade A,1471,2021-01-23,Test
5129,1052,Grade 2,1266,2021-01-08,Test
3656,1060,Grade 1,15660,2020-12-25,Training
6161,1098,,4762,2020-12-18,Test
6721,1041,Grade 1P,3516,2020-12-25,Test
5561,1041,Grade 2,1446,2020-12-10,Test
390,1079,Grade 1,11288,2021-01-24,Training
5876,1171,Grade 1P,2785,2021-01-27,Test
6163,1041,,11076,2021-01-05,Test
541,1079,Grade 1,1932,2021-01-18,Training
6298,1084,Grade 1,6078,2020-12-05,Test
5127,1052,Grade 2,1266,2021-01-08,Test
4268,1151,Grade 1,1407,2020-12-31,Training
3563,1078,Grade 1P,7653,2020-12-19,Training
201,1039,Grade 1P,5896,2021-01-14,Training
1337,1030,Grade 1P,8574,2021-01-07,Training
3558,1078,Grade 1P,7653,2020-12-19,Training
2728,1053,Grade B1,1786,2020-12-29,Training
5126,1052,Grade 2,1266,2021-01-08,Test
4718,1041,Grade 2,7782,2020-12-15,Training
4077,1077,Grade 1P,5157,2021-01-07,Training
1859,1041,Grade WP,8229,2021-01-04,Training
6019,1045,Grade B1,8753,2020-12-16,Test
2892,1052,,8749,2021-01-01,Training
3086,1099,Grade 1,7029,2021-01-06,Training
1210,1084,Grade 2P,8990,2020-12-25,Training
1650,1000,Grade 1P,18433,2020-12-24,Training
3473,1078,Grade 2,6196,2021-01-23,Training
3532,1098,Grade A,5243,2021-01-23,Training
2881,1052,,685,2021-01-01,Training
1797,1171,Grade 2,134,2020-12-04,Training
3853,1030,Grade 1P,8574,2021-01-07,Training
3424,1041,Grade 2,1446,2020-12-10,Training
3423,1041,Grade 2,1446,2020-12-10,Training
3589,1041,Grade AP,9939,2020-12-31,Training
6634,1000,Grade 1P,18433,2020-12-24,Test
5207,1072,Grade 2P,7273,2021-01-03,Test
3505,1084,Grade 2,7079,2021-01-23,Training
608,1151,Grade 1P,660,2020-12-17,Training
3112,1078,Grade 1,5242,2021-01-18,Training
5860,1052,Grade B1,3127,2020-12-04,Test
126,1098,Grade 2,4710,2020-12-17,Training
3932,1060,Grade B1,6131,2021-01-07,Training
2955,1099,Grade 1,13767,2021-01-24,Training
4507,1171,Grade 1P,6020,2021-01-27,Training
3587,1098,Grade 1P,17778,2021-01-06,Training
2750,1053,Grade B1,463,2021-01-02,Training
832,1098,Grade A,3851,2021-01-23,Training
1644,1000,Grade 1P,18433,2020-12-24,Training
989,1151,Grade KP,3405,2021-01-04,Training
3337,1072,Grade 2,1123,2020-12-26,Training
6712,1079,Grade 2,17773,2021-01-23,Test
2193,1052,Grade 2,3692,2021-01-08,Training
6220,1000,Grade 1,9759,2021-01-13,Test
2463,1078,Grade 2P,7408,2020-12-24,Training
367,1099,Grade 2,13550,2021-01-24,Training
2369,1099,Grade 2,11405,2021-01-11,Training
350,1019,Grade 2,5697,2021-01-24,Training
819,1098,Grade A,7204,2021-01-23,Training
4863,1098,Grade 1P,5110,2021-01-21,Training
3261,1052,Grade 1,5034,2020-12-26,Training
5603,1078,Grade 1P,7653,2020-12-19,Test
6473,1084,Grade 2P,8990,2020-12-25,Test
3381,1052,Grade 2,1548,2020-12-10,Training
4162,1077,Grade 1P,9184,2020-12-31,Training
2121,1052,Grade 2,1266,2021-01-08,Training
1839,1171,Grade 2,134,2020-12-04,Training
798,1098,Grade A,7204,2021-01-23,Training
6681,1030,Grade 1P,282,2020-12-01,Test
2694,1098,Grade 2,4710,2020-12-17,Training
94,1086,Grade 2,15429,2020-12-01,Training
4281,1151,Grade 1,1407,2020-12-31,Training
3812,1078,Grade 1P,11809,2020-12-19,Training
2911,1052,Grade 2,11694,2021-01-27,Training
2391,1151,Grade 2,17915,2021-01-11,Training
5588,1084,Grade 2,7079,2021-01-23,Test
5966,1041,Grade 2,7782,2020-12-15,Test
3284,1052,Grade 1,6865,2020-12-26,Training
6003,1019,Grade B1,477,2021-01-02,Test
2873,1099,,2289,2021-01-05,Training
6251,1079,Grade 1,5357,2021-01-18,Test
2932,1045,Grade 2,10921,2021-01-24,Training
1870,1030,Grade 1P,282,2020-12-01,Training
4668,1041,Grade 2,10688,2020-12-15,Training
1862,1041,Grade WP,916,2021-01-04,Training
2665,1060,Grade 1,3335,2021-01-26,Training
2248,1099,Grade 1P,8624,2020-12-01,Training
5487,1078,Grade 1,8888,2020-12-16,Test
2356,1072,Grade 2P,7273,2021-01-03,Training
955,1151,Grade KP,3405,2021-01-04,Training
3124,1078,Grade 1,25846,2021-01-18,Training
1125,1041,Grade AP,803,2020-12-31,Training
2617,1086,Grade 2,3082,2020-12-01,Training
2209,1052,Grade 2,3692,2021-01-08,Training
424,1000,Grade 1,2294,2021-01-11,Training
927,1098,Grade A,1471,2021-01-23,Training
1259,1151,Grade 2P,2449,2020-12-23,Training
482,1079,Grade 2,11817,2021-01-20,Training
2040,1078,Grade 1P,18434,2020-12-03,Training
6216,1000,Grade 1,2294,2021-01-11,Test
1207,1084,Grade 2P,8990,2020-12-25,Training
2646,1086,Grade 2,3082,2020-12-01,Training
6500,1030,Grade 1P,5283,2021-01-07,Test
1975,1041,Grade 1P,3516,2020-12-25,Training
3166,1078,Grade 1,8888,2020-12-16,Training
4074,1077,Grade 1P,5157,2021-01-07,Training
2156,1052,Grade 2,2173,2021-01-08,Training
3743,1078,Grade 2P,3263,2020-12-23,Training
4972,1045,Grade 1P,127,2020-12-24,Training
2002,1041,Grade B1,14934,2020-12-25,Training
4089,1077,Grade 1P,5157,2021-01-07,Training
6620,1000,Grade 1P,18433,2020-12-24,Test
3110,1078,Grade 1,5242,2021-01-18,Training
1253,1000,Grade 2P,13164,2020-12-23,Training
2197,1052,Grade 2,3692,2021-01-08,Training
2732,1053,Grade W1P,13671,2020-12-29,Training
997,1151,Grade KP,3405,2021-01-04,Training
2195,1052,Grade 2,3692,2021-01-08,Training
4726,1041,Grade 2,15154,2020-12-15,Training
5240,1078,Grade 2P,10363,2020-12-24,Test
3818,1078,Grade 1,8987,2020-12-19,Training
3653,1060,Grade 1,15660,2020-12-25,Training
4767,1060,Grade 1,9580,2021-01-09,Training
1323,1030,Grade 1P,8574,2021-01-07,Training
1868,1041,Grade 2P,8599,2020-12-01,Training
2363,1099,Grade 2,11405,2021-01-11,Training
2469,1078,Grade 2P,7408,2020-12-24,Training
2141,1052,Grade 2,2173,2021-01-08,Training
1070,1151,Grade 1P,5377,2021-01-13,Training
6698,1151,Grade 2,6430,2021-01-23,Test
4283,1151,Grade 1,1407,2020-12-31,Training
2641,1086,Grade 2,3082,2020-12-01,Training
77,1086,Grade 2,15429,2020-12-01,Training
2918,1052,Grade 2,11694,2021-01-27,Training
4876,1098,Grade 1P,6267,2021-01-21,Training
1319,1030,Grade 1P,8574,2021-01-07,Training
5879,1171,Grade 1P,2785,2021-01-27,Test
877,1098,Grade A,3851,2021-01-23,Training
3906,1060,Grade 1P,11039,2021-01-07,Training
5582,1084,Grade 2,7079,2021-01-23,Test
6459,1041,Grade AP,4097,2020-12-31,Test
2995,1078,Grade 1,11952,2020-12-23,Training
3447,1041,Grade 2,13810,2020-12-24,Training
5529,1072,Grade 2,1123,2020-12-26,Test
2580,1086,Grade 2,3082,2020-12-01,Training
6611,1000,Grade 1P,14536,2020-12-24,Test
2655,1060,Grade 1,6109,2021-01-26,Training
5354,1072,,328,2020-12-18,Test
3586,1098,Grade 1P,17778,2021-01-06,Training
380,1079,Grade 1,11731,2021-01-24,Training
1913,1151,Grade 2,6430,2021-01-23,Training
4485,1171,Grade 1P,6020,2021-01-27,Training
5828,1151,Grade 1,1407,2020-12-31,Test
5888,1171,Grade 1P,2785,2021-01-27,Test
4083,1077,Grade 1P,5157,2021-01-07,Training
1609,1000,Grade 1P,14536,2020-12-24,Training
1123,1041,Grade AP,4474,2020-12-31,Training
3733,1078,Grade 2P,2449,2020-12-23,Training
3546,1078,Grade WP,16820,2020-12-21,Training
6566,1099,Grade 1,488,2021-01-02,Test
2978,1052,Grade 1,2171,2020-12-24,Training
1999,1041,Grade B1,14934,2020-12-25,Training
6693,1151,Grade 2,290,2020-12-01,Test
6573,1079,Grade 1P,15671,2020-12-13,Test
2396,1151,Grade 2,17915,2021-01-11,Training
1347,1030,Grade 1P,8574,2021-01-07,Training
325,1079,Grade B1,1273,2020-12-29,Training
1624,1000,Grade 1P,14536,2020-12-24,Training
3769,1078,Grade AP,2149,2020-12-23,Training
6181,1079,Grade B1,1273,2020-12-29,Test
2065,1086,Grade 1P,17232,2020-12-16,Training
2224,1052,Grade 2,3692,2021-01-08,Training
